fname,label_verified
2b6f431f.wav,12
2c735fc5.wav,15
2c81e1ce.wav,37
2cd3efb6.wav,37
2d1a30c9.wav,21
2d682737.wav,10
2d88dcef.wav,21
2dcca85f.wav,32
2e16c417.wav,30
2e992414.wav,38
2eeac352.wav,31
2fec9eb7.wav,37
306fd57d.wav,20
30b7b4e4.wav,1
30cf8557.wav,15
314c8a85.wav,26
318f5562.wav,21
319a7b44.wav,15
320aff97.wav,15
326c9e9a.wav,26
32880ae6.wav,5
33ae49c1.wav,29
33c062e8.wav,21
33f31906.wav,15
33f89f08.wav,20
34042ed2.wav,15
34a1086e.wav,32
352875e7.wav,5
3564bae2.wav,29
35844050.wav,5
36177faa.wav,21
363c41b3.wav,21
3679b950.wav,10
36967fb1.wav,31
37319862.wav,4
3731f5d2.wav,33
3788e6ce.wav,33
37ac629d.wav,33
385c2814.wav,29
385e9493.wav,29
38852ae1.wav,37
38cb633d.wav,33
38d2e014.wav,14
38d30516.wav,37
38e16501.wav,10
38ee5f4c.wav,14
38fddec0.wav,30
39b0f258.wav,33
39d69471.wav,5
3a42efbc.wav,15
3a460182.wav,29
3a58a282.wav,15
3a90abf3.wav,37
3aadc6c2.wav,22
3b0ed2e4.wav,22
3b72ed77.wav,8
3b842547.wav,7
3bcb442a.wav,26
3c362989.wav,14
3c68cd4b.wav,26
3c82d509.wav,29
3c9aa9e8.wav,37
3cc6911c.wav,21
3d795d2a.wav,17
3e326ff4.wav,14
3e33282d.wav,38
3e4ea67e.wav,28
3e70496c.wav,21
3e7b6f14.wav,32
3f6dbc86.wav,12
3fac24bb.wav,15
405b6af2.wav,19
412b75e6.wav,24
41c4751e.wav,15
4259555b.wav,26
4286d72e.wav,33
43671f8b.wav,12
43a84fec.wav,37
43c5b733.wav,29
43f58abe.wav,26
43ff8df2.wav,15
4430e0ee.wav,33
44e26366.wav,33
45665f2e.wav,0
4590ba37.wav,37
45e6e129.wav,38
4636fd73.wav,7
464c651e.wav,35
468226fa.wav,32
4715f79a.wav,15
477622b6.wav,37
47797e57.wav,19
47961d9f.wav,5
47eafd0d.wav,1
49223304.wav,29
49259032.wav,5
499d9668.wav,15
49f6b68a.wav,32
4a084558.wav,26
4a618351.wav,22
4a789458.wav,40
4a891aae.wav,5
4ac4d857.wav,11
4afc5a71.wav,29
4b090c94.wav,29
4b166997.wav,35
4b2ef8c7.wav,25
4b9aadda.wav,26
4bd7faba.wav,29
4c1d875e.wav,37
4c5667a2.wav,37
4c5e41ef.wav,17
4cbc1a15.wav,21
4cc1da2f.wav,19
4ce14aa2.wav,29
4cf956a5.wav,11
4d596bea.wav,21
4d740ed8.wav,5
4dd5b189.wav,33
4df7f919.wav,40
4dfdad9e.wav,26
4e11d778.wav,21
4e82d86d.wav,7
4f910b76.wav,15
4fed9012.wav,28
501875ef.wav,10
504dd043.wav,17
505207c3.wav,15
51723a64.wav,33
519b068d.wav,19
51edf8ee.wav,5
524dea8d.wav,37
5283a183.wav,21
53d5dfdf.wav,37
540dcb37.wav,33
545574e6.wav,33
54c2fdba.wav,32
54f89ec3.wav,15
55040d8b.wav,28
557040c2.wav,10
55b7d572.wav,29
55c288a5.wav,15
5631d60b.wav,37
5666db3a.wav,26
56de1a6e.wav,21
571f47da.wav,5
57419cc7.wav,0
58650dc4.wav,21
58707979.wav,15
58ba4d53.wav,32
59667f26.wav,19
5967bec2.wav,31
5a53e933.wav,37
5a8ac874.wav,15
5aa7d1d3.wav,37
5ab5a831.wav,26
5abb8f6d.wav,10
5adcf9b3.wav,14
5aff8db8.wav,15
5b083a1b.wav,9
5b603445.wav,28
5b9a8b5f.wav,38
5bcdaa50.wav,15
5bdb30ae.wav,7
5c1521da.wav,30
5c581093.wav,21
5cca8915.wav,28
5d1e644b.wav,15
5d53fe7b.wav,5
5d681247.wav,21
5d902b1c.wav,21
5db43d95.wav,28
5dd6e37d.wav,37
5dedf872.wav,21
5e7e75f7.wav,37
5f63bbad.wav,5
5fc120cc.wav,9
601c44d5.wav,29
602ca70a.wav,15
604f23cd.wav,40
6123a18d.wav,5
615bc8fb.wav,33
619d8d1e.wav,37
62532077.wav,21
627e95db.wav,32
62ef41ab.wav,33
63190691.wav,32
6325deb1.wav,14
632fd5c9.wav,21
633a56ad.wav,28
63820da4.wav,28
639cd52b.wav,37
63b9e36a.wav,29
63f4fc0e.wav,30
6412ee13.wav,21
64c34adb.wav,12
64c61d9b.wav,21
64e6b239.wav,32
65997d16.wav,7
65b8dac7.wav,17
65d7c8a6.wav,15
65f60c42.wav,37
66127f3f.wav,11
6639d6c6.wav,32
6657fa9a.wav,5
66764deb.wav,26
66895845.wav,15
66af2f72.wav,19
66bcf27e.wav,29
66ccbc5f.wav,37
66dd3d3b.wav,38
670ef10d.wav,10
67eceec7.wav,29
68b4facc.wav,15
68c57a43.wav,28
68ef495a.wav,32
69d6d713.wav,21
69dad1d3.wav,28
69fbf109.wav,15
69fd8eac.wav,5
6a3bfead.wav,15
6a72696a.wav,10
6a7c4f15.wav,4
6a8efc50.wav,15
6aff806b.wav,22
6b33850f.wav,8
6bfe2344.wav,15
6c505bc8.wav,5
6c69e1c0.wav,33
6c923faa.wav,15
6d9b63eb.wav,15
6e09d1f2.wav,26
6e139908.wav,26
6eb342ea.wav,28
6eb60c13.wav,15
6eebda32.wav,12
6f02c591.wav,1
6f05d010.wav,28
6f484851.wav,37
6fcb552a.wav,37
6fce4d13.wav,15
7016103a.wav,29
70b68ba0.wav,14
70c6e930.wav,37
70d942a5.wav,21
70d986a9.wav,22
70f8f833.wav,37
725e4647.wav,21
725eca4f.wav,15
7272509b.wav,33
74259052.wav,15
7451c631.wav,21
74580db9.wav,31
7573f583.wav,21
765339ec.wav,19
76827c00.wav,28
76cf2e96.wav,10
77083dd5.wav,26
785eaf77.wav,10
78697428.wav,37
786f6efe.wav,21
78b8ab2e.wav,40
78cdcdef.wav,25
7938de7e.wav,29
795e7c4d.wav,21
79a50c1d.wav,30
7a6d71fc.wav,35
7abd44d6.wav,21
7abe054d.wav,26
7af76555.wav,15
7b031e22.wav,3
7b27bd7b.wav,21
7b859d4e.wav,12
7ba42f03.wav,32
7c097caf.wav,32
7caea617.wav,10
7d639c49.wav,9
7d851bc6.wav,30
7e956288.wav,21
7fa57f89.wav,37
7fd75c5b.wav,33
7fd9457c.wav,7
7ff85c01.wav,22
809ab667.wav,26
80bc5ee0.wav,14
81337cd8.wav,29
813ea098.wav,37
8186d966.wav,5
819f0f9d.wav,17
81d6c294.wav,17
81db9098.wav,21
827d48f9.wav,17
82df2d57.wav,21
82ee1adc.wav,40
83375e41.wav,28
83ad3ffd.wav,32
8473a4d6.wav,5
847ffe2b.wav,30
84a7f354.wav,7
84d8c795.wav,15
8536c75e.wav,28
85a9afc9.wav,33
85db997c.wav,15
85dc51de.wav,15
85f0bac3.wav,22
85fd2b40.wav,7
868db11e.wav,29
86bb7902.wav,37
86f881f3.wav,29
87192927.wav,37
8755f4f5.wav,12
876cd66b.wav,35
876fee0d.wav,28
87b9435b.wav,24
880c48fa.wav,38
88472317.wav,32
888cff5e.wav,36
88928a07.wav,28
88e24910.wav,32
893427c3.wav,26
89affc19.wav,17
89c2111f.wav,29
89e2578a.wav,37
89f13bb9.wav,22
89f33989.wav,7
89f8b625.wav,32
8a3e5147.wav,7
8a739529.wav,33
8b3be47e.wav,15
8b563f92.wav,15
8b76e49d.wav,17
8bc4df93.wav,7
8bff2f37.wav,40
8c048e36.wav,26
8c7f9a97.wav,14
8d3fff7f.wav,26
8d637767.wav,30
8d740ee0.wav,14
8db20ce5.wav,20
8ef998b5.wav,28
8f4643d4.wav,33
8f5d2164.wav,32
8f5e0b34.wav,37
8fad9735.wav,7
8fda0208.wav,28
9023308d.wav,32
90f1b37c.wav,32
91363087.wav,28
914d75e2.wav,29
916c8ad4.wav,3
916d0fc4.wav,15
91c20b98.wav,10
920fea97.wav,28
924f77c2.wav,29
92542588.wav,28
928dd75c.wav,14
92928711.wav,0
931d0d71.wav,22
9325ce28.wav,19
932d89f6.wav,33
94b0a4c9.wav,15
94c0bc66.wav,14
956e0d7b.wav,37
95d6a11d.wav,11
95f17364.wav,30
963d9280.wav,28
964c6382.wav,22
9663a64a.wav,37
967e7193.wav,29
96bcfc71.wav,5
96caac87.wav,26
96e9e3e9.wav,16
972b92c7.wav,15
97c1f8fe.wav,25
98541a04.wav,11
98c69af9.wav,15
98dadc30.wav,22
99291c3e.wav,32
99680597.wav,19
99e1fe85.wav,33
9ad76285.wav,37
9b651a88.wav,5
9c0b64c2.wav,21
9c2ba819.wav,29
9c5309e1.wav,26
9c87b2a0.wav,33
9c93f3f0.wav,32
9ca86e5e.wav,37
9d357630.wav,15
9d362e9a.wav,37
9da5d791.wav,28
9dac2618.wav,21
9dae96ae.wav,3
9deab5af.wav,12
9dec6e79.wav,25
9e58e083.wav,14
9e6e46bd.wav,32
9ef88864.wav,31
9f6d8417.wav,10
9fbd7166.wav,21
9fce0a97.wav,30
a02b4a40.wav,15
a031a8a4.wav,32
a0673b37.wav,37
a0b9f73f.wav,21
a10d97b2.wav,10
a1111855.wav,11
a1173189.wav,12
a17aeeca.wav,28
a1cd36ed.wav,15
a2dba1db.wav,22
a313a13b.wav,21
a32266e7.wav,21
a34f48d5.wav,32
a37f2e26.wav,32
a3b00071.wav,5
a3b96c0e.wav,9
a43e70af.wav,0
a46931cf.wav,37
a4cf4827.wav,21
a53ed8df.wav,14
a5bbd485.wav,12
a5d8d2fc.wav,21
a6673e24.wav,21
a6a969e4.wav,29
a6c083ca.wav,30
a6dcaaac.wav,30
a71b2946.wav,29
a7556077.wav,15
a7aed271.wav,15
a7d52749.wav,15
a7f9003c.wav,22
a9201ea2.wav,32
a9812fbd.wav,19
a99fb09d.wav,15
aa4fbedf.wav,21
aa521f98.wav,28
aaf1a05c.wav,32
ab11ce4f.wav,30
ab64c062.wav,7
ab67eaf3.wav,29
ab6bfce9.wav,35
ab81b78c.wav,16
abca8376.wav,31
ac010f92.wav,14
ac087c83.wav,29
ac743f85.wav,15
acc53ade.wav,21
ace77c96.wav,10
ace78db8.wav,19
ad0c3285.wav,28
addaadf5.wav,21
adf35797.wav,38
adfb7e0b.wav,30
ae5cabf7.wav,15
ae733935.wav,29
ae9fb62c.wav,15
aea6b912.wav,21
aef57ade.wav,33
af26af82.wav,10
af37d60f.wav,10
af60b442.wav,21
af65e469.wav,21
afa00136.wav,33
afd24fef.wav,12
b0ae2253.wav,21
b16cfcb6.wav,15
b191ac63.wav,7
b2553a6c.wav,15
b307c487.wav,9
b340e4a2.wav,5
b342cc2f.wav,21
b3485cc1.wav,15
b36ddd2a.wav,29
b386cc78.wav,40
b41d03ad.wav,19
b47e0c27.wav,38
b49f1430.wav,15
b4c63714.wav,11
b4e50c7d.wav,33
b51009db.wav,22
b5308177.wav,10
b59561bd.wav,29
b5c1c5b5.wav,29
b5e11334.wav,1
b5eaf10a.wav,32
b5eba1b8.wav,21
b5ebeb4e.wav,9
b60c374b.wav,6
b61002b7.wav,28
b6383321.wav,19
b64092d2.wav,28
b6c832c0.wav,15
b6e62c14.wav,30
b71198f4.wav,37
b76c5981.wav,15
b774db41.wav,15
b79efb34.wav,32
b7da5229.wav,21
b7fe0cfc.wav,37
b816a73f.wav,37
b83dfd41.wav,21
b85855ed.wav,33
b87147ff.wav,14
b8c35029.wav,15
b90c2e7a.wav,12
b9b4cdeb.wav,29
b9e871db.wav,26
ba1cc479.wav,10
ba28ee8c.wav,15
ba2d4593.wav,15
ba611145.wav,30
ba9a7b0f.wav,21
bac94c1b.wav,37
bb0f5596.wav,7
bb2d0dc5.wav,10
bb3ba367.wav,37
bb43b1db.wav,32
bb4e4f47.wav,21
bb5cd4e6.wav,26
bb7107fb.wav,32
bbb2eb98.wav,37
bc192c1b.wav,37
bc390f06.wav,15
bc86b3c7.wav,8
bcd0a32d.wav,15
bd1e5a45.wav,29
bd7a095a.wav,29
bda5299c.wav,37
be8920cb.wav,12
bf3bd60f.wav,12
bf939cb3.wav,5
bfad4e3c.wav,14
bfdc857c.wav,11
bfe47c66.wav,21
c0721238.wav,15
c07686fc.wav,29
c0a44162.wav,21
c14ea138.wav,6
c1df01c2.wav,10
c1ec5ecb.wav,15
c1ef4c1b.wav,21
c28aa7d0.wav,11
c36003ab.wav,1
c3846bb1.wav,21
c3852c31.wav,15
c4905e49.wav,10
c4b824fb.wav,10
c4dd5249.wav,21
c51a8fe2.wav,38
c51aa5ef.wav,33
c51c58c7.wav,34
c5bcc937.wav,37
c5d4f690.wav,14
c5d965d5.wav,10
c5fd5393.wav,32
c63f6883.wav,16
c684afce.wav,10
c6c921c2.wav,37
c6ecb1b7.wav,3
c71a719a.wav,5
c733c3c7.wav,37
c740ceda.wav,5
c7969289.wav,12
c7bd4545.wav,32
c80318e0.wav,21
c8926980.wav,37
c8fbc442.wav,28
c9307c8a.wav,30
ca3c0cb8.wav,32
ca7f64c6.wav,21
ca8f6790.wav,5
cab2b1cb.wav,12
cac12dc3.wav,21
caeb0894.wav,26
cb011638.wav,12
cb2b2189.wav,20
cb8022d1.wav,7
cba78947.wav,29
cbc52dce.wav,33
cbcc8197.wav,33
cc93c704.wav,21
cce06a6e.wav,37
cd40bd32.wav,7
cd4ddf0e.wav,26
cd4f2689.wav,40
ce206b9d.wav,15
ce85f672.wav,15
cea12d19.wav,37
cee316e2.wav,21
cf048634.wav,37
cf59ffba.wav,10
cfa98877.wav,26
cfbededb.wav,15
d0160c41.wav,5
d0219079.wav,7
d0232e7e.wav,30
d0a7e96a.wav,12
d103891d.wav,10
d144094e.wav,30
d1f09f31.wav,5
d1fe974e.wav,19
d252a893.wav,40
d2d75dcb.wav,9
d356b7a6.wav,29
d3a64b56.wav,29
d3bc4ae0.wav,32
d3e208a6.wav,30
d4e0c1e5.wav,15
d4ee5722.wav,28
d53bad3b.wav,33
d57b2cb8.wav,19
d6333945.wav,2
d665021b.wav,21
d67a9e5a.wav,21
d681e33e.wav,8
d6b32ecc.wav,21
d71cc17c.wav,30
d729c959.wav,15
d73be9a6.wav,33
d760f427.wav,33
d7aae6fd.wav,22
d7baee61.wav,28
d862ea18.wav,21
d88fff0c.wav,19
d8dd0e6a.wav,26
d906e3c1.wav,37
d920e1dc.wav,12
d9261ff8.wav,37
d948c8f8.wav,15
d94f825c.wav,10
d9a5f307.wav,10
d9d7c94d.wav,21
d9de309a.wav,31
d9f75b52.wav,26
da057fa2.wav,15
da3bca6e.wav,33
da4b0502.wav,33
da7951f3.wav,15
db12b54a.wav,32
db32e67b.wav,30
dba08cf8.wav,21
dbc6d76e.wav,12
dc5b2215.wav,29
dca577c5.wav,15
dd5411fe.wav,29
ddd78964.wav,32
de2fe184.wav,5
de8f65a2.wav,14
df003f06.wav,15
df39e2d0.wav,15
df462a16.wav,15
df7593da.wav,33
e0681ca8.wav,15
e072c537.wav,21
e0c8cab1.wav,15
e0c92985.wav,29
e0f630f5.wav,30
e1a65dc5.wav,10
e1b3437f.wav,15
e1ea6c83.wav,32
e1fd95d5.wav,33
e2327aef.wav,21
e2420b24.wav,8
e2631f57.wav,5
e2983e51.wav,15
e2e24e19.wav,21
e32d8a78.wav,14
e3502f48.wav,31
e351c7c7.wav,3
e3a8785c.wav,21
e3f49d2d.wav,37
e405005f.wav,32
e46f13a0.wav,30
e4a7689a.wav,32
e4c5d6e5.wav,32
e4d3dad6.wav,26
e512b102.wav,21
e54a048a.wav,12
e59c5fca.wav,14
e5ef472e.wav,33
e5fb3705.wav,11
e6376b1e.wav,32
e6860991.wav,15
e6d2a47c.wav,19
e70e5619.wav,29
e74ed033.wav,37
e7652e6c.wav,25
e772d204.wav,14
e78b6283.wav,15
e7ac44d0.wav,19
e81a0e3d.wav,12
e8453e75.wav,21
e84e08a8.wav,5
e86bee0a.wav,21
e887fb05.wav,5
e920cbbb.wav,7
e93bd6e5.wav,37
e97e4eef.wav,19
e9c76647.wav,32
e9cb8fb6.wav,38
ea46b8e6.wav,15
ea4bd189.wav,11
ea6fc0e0.wav,21
ea9fc5ca.wav,15
ead3dd15.wav,13
ead4ea8c.wav,11
eb0032b5.wav,33
eb297ef6.wav,14
eb9f5d2d.wav,22
ebf9a82b.wav,37
ec48ca73.wav,17
ec76d436.wav,15
ec7c9d41.wav,12
ec988f2f.wav,28
ecb42569.wav,15
ecba0d5b.wav,5
ed5caa7c.wav,1
ed977683.wav,28
ee319540.wav,37
ee617055.wav,28
ee6731df.wav,12
ee731e7b.wav,33
ee7f82f8.wav,21
ee9b3800.wav,10
eec19955.wav,32
eeeed810.wav,26
ef2a0b91.wav,33
ef359f4f.wav,14
ef5bb712.wav,37
ef5f80bb.wav,38
ef9fcee9.wav,32
efe11ef2.wav,35
effd020c.wav,7
f00fcd65.wav,5
f08d2ce5.wav,17
f09701aa.wav,33
f1033230.wav,21
f1119913.wav,21
f1f2305d.wav,15
f2331998.wav,11
f244e1e2.wav,15
f24f8232.wav,35
f256d891.wav,19
f27be964.wav,32
f2b4c217.wav,15
f2bf6305.wav,37
f2e0da57.wav,33
f3a86d4e.wav,21
f3fa8b78.wav,21
f42056cc.wav,29
f466f9b6.wav,37
f49e4644.wav,32
f4ef15ee.wav,21
f4f82407.wav,0
f5be89e1.wav,5
f5d44b62.wav,21
f5fb5cd1.wav,15
f6255d95.wav,15
f632789d.wav,10
f6405e98.wav,38
f65eead2.wav,11
f67bf992.wav,28
f6d87057.wav,33
f6f1d171.wav,33
f73cbdd5.wav,14
f7456b98.wav,15
f77419c7.wav,14
f78b96bc.wav,17
f7ee6c93.wav,12
f7fa885e.wav,21
f8044071.wav,10
f8d67cee.wav,21
f8dd670f.wav,21
f8f1f0c3.wav,32
f9adb074.wav,9
fa65b546.wav,21
fa901492.wav,29
faf11428.wav,37
fb14cf7c.wav,22
fb25e7ba.wav,37
fb4858c1.wav,37
fb879082.wav,22
fba14686.wav,5
fbb6233a.wav,21
fd07ab39.wav,15
fd4187c7.wav,14
fd833f09.wav,29
fde4c4c9.wav,32
fe0cb23e.wav,7
fe4d3c34.wav,4
fe9b4f76.wav,32
fea7766d.wav,14
feea7b08.wav,5
feffd844.wav,10
ffb4c87e.wav,32
ffe16cef.wav,5
00326aa9.wav,15
008afd93.wav,1
00a7a2f6.wav,7
00b2404e.wav,4
00ccf065.wav,21
00d0ab77.wav,7
00dffe3a.wav,21
01198b7e.wav,7
016e52da.wav,16
01a5a2a3.wav,19
01b85217.wav,7
01e628cb.wav,7
01eccb6e.wav,7
01fd22ba.wav,21
02182ebd.wav,0
023eab1f.wav,29
024e45b1.wav,4
02697329.wav,21
02ad476f.wav,23
02af55f6.wav,38
02c3af87.wav,2
02d5dc55.wav,21
02df943b.wav,21
02f8d82c.wav,2
02fb6c5b.wav,5
0345130c.wav,2
034b1b41.wav,16
036f228c.wav,7
0394e0d4.wav,0
03e860b2.wav,2
03f39877.wav,0
04154da3.wav,21
0419676b.wav,7
041c7581.wav,4
0448c553.wav,21
0448d513.wav,4
046486df.wav,8
046e86b5.wav,0
04ab46a9.wav,4
04ab4e22.wav,32
04bdae57.wav,0
04dddbf5.wav,21
04ed8568.wav,21
04fb8280.wav,38
05296d2a.wav,7
053a5fc6.wav,0
054508f3.wav,21
05562991.wav,16
057c2963.wav,7
058e63ea.wav,32
059d5420.wav,1
06308a6b.wav,4
0630cf5e.wav,38
0671a98a.wav,2
0678a571.wav,2
06827666.wav,38
0689d2f6.wav,21
069b4384.wav,21
06e4c394.wav,39
07063bc9.wav,9
0722054b.wav,7
0745def5.wav,38
07682400.wav,15
076d3b6c.wav,2
0776b083.wav,0
07954767.wav,21
07c95625.wav,35
07eef0c0.wav,4
07f06f30.wav,21
07fbde49.wav,2
08593822.wav,1
08854d8c.wav,21
088bb565.wav,4
0894d11f.wav,0
08fcf830.wav,16
0921f1f2.wav,38
092d89a0.wav,4
093963d5.wav,4
0943fc2d.wav,21
09481a4c.wav,21
0969d9d1.wav,4
096c3969.wav,2
0976741c.wav,38
097cdef5.wav,39
0984ea36.wav,38
0995f876.wav,1
09b3e21c.wav,7
09c9b50b.wav,1
09d2d1c0.wav,1
09e83f2a.wav,1
0a0b26cc.wav,21
0a6ecade.wav,21
0a71e42d.wav,21
0a7fbd54.wav,0
0a848902.wav,16
0a8d849e.wav,21
0a979caf.wav,7
0aaa4d2f.wav,21
0ace560e.wav,7
0ace703f.wav,38
0ad916a0.wav,29
0b157a67.wav,21
0b244358.wav,2
0b430780.wav,6
0b495758.wav,14
0b4bb93c.wav,32
0b62b09f.wav,7
0b763e4f.wav,2
0ba34dec.wav,7
0bdc064a.wav,16
0be7620d.wav,21
0bec9842.wav,7
0c13feb9.wav,38
0c1bb3e9.wav,16
0c1fbece.wav,2
0c31ca4c.wav,16
0c3b5861.wav,7
0c40bbb0.wav,21
0c561099.wav,2
0c7311f7.wav,16
0c8071a4.wav,21
0c80cb97.wav,2
0c80f6dc.wav,21
0c91a6b2.wav,35
0c9250b8.wav,21
0cb0d029.wav,28
0cb48b8e.wav,16
0cbe7e42.wav,16
0cc0af58.wav,4
0ce09e4a.wav,16
0cec29e8.wav,16
0d242640.wav,7
0d5bb142.wav,2
0d89b6a4.wav,7
0d950fc6.wav,21
0d99cfde.wav,2
0d9de265.wav,7
0daa7a68.wav,21
0db35f79.wav,21
0dc7fd72.wav,21
0e1bd033.wav,37
0e3cdc5d.wav,4
0e468de3.wav,21
0e507ea4.wav,16
0e551b02.wav,38
0e5a2f7e.wav,21
0e666b44.wav,7
0e7e36b2.wav,21
0e889160.wav,21
0ea36a9f.wav,16
0ea9839a.wav,21
0f0b1ca2.wav,4
0f0d26ff.wav,16
0f0e6fcb.wav,21
0f4edd6e.wav,13
0f6bd0ae.wav,0
0f712cb7.wav,15
0f9ff067.wav,21
0fc2e748.wav,2
0fcc66b7.wav,7
0fcd2371.wav,37
100c5246.wav,2
10121a69.wav,0
10145c52.wav,20
10145c60.wav,21
103bac20.wav,21
10480421.wav,21
1079e2d1.wav,21
10d3b2ec.wav,7
10d9265f.wav,4
10dba05f.wav,26
111dd875.wav,4
1122c26f.wav,16
1146e063.wav,4
11844b37.wav,7
11986117.wav,21
11a10ce8.wav,4
11cc6d11.wav,2
11e6a1ec.wav,21
11e95378.wav,21
11fa11a0.wav,2
122f1508.wav,7
12584f90.wav,4
126a48d2.wav,2
12798b6a.wav,21
12ae3ff9.wav,21
12d94273.wav,29
12f5ec05.wav,16
12fb2e35.wav,37
130112d1.wav,0
13184046.wav,16
133599c8.wav,40
13979584.wav,21
13b9e681.wav,0
13d4af26.wav,7
13d6fb26.wav,21
140d79b0.wav,7
144157e4.wav,23
14448a8a.wav,38
1460cf8c.wav,4
147b4b92.wav,2
14a40516.wav,1
14acb290.wav,21
14ba2025.wav,7
14bbc9cf.wav,38
14bd9082.wav,4
14c71e9e.wav,38
14cd4f75.wav,16
151254c2.wav,7
15125f5f.wav,21
152f3667.wav,21
15860b48.wav,7
158bd28f.wav,21
159e8bfb.wav,0
15ba6e85.wav,0
15bc9bf6.wav,21
15df8abd.wav,1
15f246da.wav,21
15f4101c.wav,38
16348aa9.wav,38
16431ede.wav,21
166649ff.wav,0
168dde05.wav,7
1699bae8.wav,21
16bd8f47.wav,2
16c01f9b.wav,7
16d0c74a.wav,39
170ee500.wav,21
173e49ef.wav,16
17490d6b.wav,21
1771861b.wav,21
17955a9f.wav,21
17985dae.wav,21
17a5de4f.wav,2
17a87178.wav,7
17c6a405.wav,37
17cfddcf.wav,39
17e829a7.wav,40
17ee3009.wav,2
1806ff82.wav,21
18210526.wav,21
18229e72.wav,0
18452dbe.wav,14
187e3878.wav,21
18b60e7c.wav,9
18b6a781.wav,7
18bc6c72.wav,22
18c8750a.wav,2
18e228c9.wav,30
19202922.wav,38
192b0f83.wav,2
192ddfa1.wav,9
19488282.wav,2
19507c1a.wav,21
19536d06.wav,40
195b0c65.wav,21
197366a1.wav,21
198e4540.wav,7
19a316cc.wav,21
19a33fef.wav,4
19bf2ce6.wav,21
19d99b8e.wav,7
19e6ef89.wav,14
1a01aa4d.wav,16
1a46e9e3.wav,21
1a52350b.wav,7
1a74d00f.wav,21
1a7618a1.wav,1
1ace26c4.wav,37
1ae0231e.wav,21
1b12b1e4.wav,39
1b2d2eb0.wav,21
1b31d71a.wav,2
1b34f72f.wav,16
1b493d48.wav,14
1b4fa840.wav,21
1b74b785.wav,21
1b75d261.wav,40
1b7c4e2b.wav,39
1b889126.wav,21
1be801e3.wav,21
